name	perc_frags	num_frags	num_frags_direct	rank	ncbi_taxon_id	scientific_name
W_1_B11	 80.74	109	31	S	28901	                Salmonella enterica
ISLHD_2019_30	 80.43	37	17	S	28901	                Salmonella enterica
SIML_2019_14	 80.39	41	18	S	28901	                Salmonella enterica
Seagull_18_132_1_S29	 80.39	41	18	S	28901	                Salmonella enterica
Seagull_18_259_S71	 79.89	147	103	S	562	                Escherichia coli
ISLHD_2017_3_S117	 79.79	75	35	S	28901	                Salmonella enterica
SG19_284_Sal	 79.71	55	24	S	28901	                Salmonella enterica
W_1_D11	 79.69	51	17	S	28901	                Salmonella enterica
SG19_298_Sal	 79.69	51	15	S	28901	                Salmonella enterica
ISLHD_2017_18_S89	 79.57	74	40	S	28901	                Salmonella enterica
ISLHD_2019_28	 79.31	69	32	S	28901	                Salmonella enterica
ISLHD_2019_09	 79.31	46	13	S	28901	                Salmonella enterica
ISLHD_2018_6_S95	 79.27	65	22	S	28901	                Salmonella enterica
ISLHD_2019_16	 79.21	80	17	S	28901	                Salmonella enterica
SIML_2017_09	 79.17	38	11	S	28901	                Salmonella enterica
Seagull_18_94_S13	 79.17	38	38	S	693444	                  Enterobacteriaceae bacterium strain FGI 57
Seagull_18_92_S11	 78.92	131	115	S	569	                Hafnia alvei
SIML_2017_24	 78.48	62	27	S	28901	                Salmonella enterica
ISLHD_2019_22	 78.38	29	10	S	28901	                Salmonella enterica
ISLHD_2019_08	 78.26	36	21	S	28901	                Salmonella enterica
Seagull_18_127_S28	 78.21	341	341	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_234_S55	 78.12	75	60	S	584	                Proteus mirabilis
SIML_2019_13	 77.89	74	33	S	28901	                Salmonella enterica
ISLHD_2019_14	 77.78	63	27	S	28901	                Salmonella enterica
SIML_2017_08	 77.55	38	19	S	28901	                Salmonella enterica
SG19_397_Sal	 77.36	41	16	S	28901	                Salmonella enterica
ISLHD_2019_27	 77.27	34	17	S	28901	                Salmonella enterica
SIML_2017_05	 76.53	75	38	S	28901	                Salmonella enterica
SG19_292_Sal	 76.47	39	16	S	28901	                Salmonella enterica
Seagull_18_100_2_S17	 75.00	84	43	S	28901	                Salmonella enterica
ISLHD_2017_1_S76	 75.00	39	20	S	28901	                Salmonella enterica
SIML_2017_13	 74.60	47	15	S	28901	                Salmonella enterica
Seagull_18_248_S64	 74.42	64	29	S	584	                Proteus mirabilis
SIML_2017_17	 73.82	1303	956	S	28901	                Salmonella enterica
ISLHD_2019_07	 73.47	36	21	S	28901	                Salmonella enterica
Seagull_18_258_S70	 73.33	33	33	S	82983	                Obesumbacterium proteus
Seagull_18_252_S67	 73.24	52	38	S	569	                Hafnia alvei
ISLHD_2018_12_S101	 73.15	79	19	S	28901	                Salmonella enterica
Seagull_18_100_1_S16	 73.04	84	43	S	28901	                Salmonella enterica
SG19_084_Sal	 71.93	41	18	S	28901	                Salmonella enterica
ISLHD_2017_4_S118	 69.88	58	17	S	28901	                Salmonella enterica
SIML_2017_10	 69.81	37	10	S	28901	                Salmonella enterica
Seagull_18_208_S48	 69.57	16	16	S	61646	                Lelliottia amnigena
ISLHD_2019_17	 68.12	47	13	S	28901	                Salmonella enterica
Seagull_18_223_S110	 67.74	21	21	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_136_S31	 66.67	44	44	S	61646	                Lelliottia amnigena
ISLHD_2019_12	 66.22	49	14	S	28901	                Salmonella enterica
ISLHD_2019_13	 66.18	45	12	S	28901	                Salmonella enterica
Seagull_18_138_2_S33	 65.52	19	19	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_138_1_S32	 63.33	19	19	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_100_2_S18	 62.86	22	22	S	1702170	                Citrobacter sp. FDAARGOS_156
SIML_2019_08	 60.68	71	32	S	28901	                Salmonella enterica
Seagull_18_227_S53	 59.46	22	22	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_262_S113	 57.50	23	23	S	881260	                Enterobacter bugandensis
Seagull_18_40_S3	 56.58	43	8	S	614	                Serratia liquefaciens
SIML_2017_14	 56.45	35	19	S	28901	                Salmonella enterica
ISLHD_2019_25	 55.84	43	18	S	28901	                Salmonella enterica
Seagull_18_119_S25	 55.77	29	19	S	569	                Hafnia alvei
Seagull_18_156_S35	 55.32	26	26	S	69218	                  Enterobacter cancerogenus
Seagull_18_109_2_S19	 55.26	21	21	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_124_2_S27	 54.31	252	252	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_42_S4	 52.63	20	20	S	1702170	                Citrobacter sp. FDAARGOS_156
Seagull_18_89_S8	 52.22	47	18	S	28901	                Salmonella enterica
Seagull_18_49_S5	 50.00	27	19	S	569	                Hafnia alvei
Seagull_18_154_S34	 50.00	45	17	S	28901	                Salmonella enterica
W_1_F11	 46.49	53	15	S	28901	                Salmonella enterica
ISLHD_2019_24	 46.38	32	12	S	28901	                Salmonella enterica
Seagull_18_229_S54	 44.26	27	27	S	1702170	                Citrobacter sp. FDAARGOS_156
