name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
ISLHD_2018_12_S101	4834823	108	44766.88	519343	210	0	0	201032	8	127924	14	44682	26
ISLHD_2018_13_S102	4747275	57	83285.53	868891	212	0	0	278597	5	179978	9	110015	15
ISLHD_2018_14_S103	4730798	62	76303.19	391155	213	0	0	231039	8	136007	14	60580	23
ISLHD_2018_15_S104	4915924	57	86244.28	827271	202	0	0	298032	6	192170	10	81479	18
ISLHD_2018_16_S105	4909417	75	65458.89	538669	217	0	0	225741	7	118350	13	61717	24
ISLHD_2018_17_S106	4658411	92	50634.90	415552	210	0	0	175745	9	104826	16	56607	27
ISLHD_2018_1_S90	4935258	90	54836.20	538594	202	0	0	222871	8	108331	13	54869	26
ISLHD_2018_2_S91	4887182	51	95827.10	550704	213	0	0	291529	6	221068	10	116834	16
ISLHD_2018_3_S92	4874701	103	47327.19	322952	202	0	0	159823	12	109581	19	58100	31
ISLHD_2018_4_S93	4759917	37	128646.41	1544979	205	0	0	490263	3	283512	5	122878	11
ISLHD_2018_5_S94	4716814	51	92486.55	571469	221	0	0	276670	6	184708	11	117125	17
ISLHD_2018_6_S95	4725320	82	57625.85	449429	202	0	0	198630	8	124233	15	46626	26
ISLHD_2018_7_S96	4870033	92	52935.14	377330	202	0	0	225815	8	143502	14	58100	25
ISLHD_2018_8_S97	4693601	56	83814.30	764040	203	0	0	324813	5	223070	8	90635	14
ISLHD_2018_9_S98	5004314	78	64157.87	538670	210	0	0	222655	8	149647	13	61807	25
ISLHD_2019_01	4684049	52	90077.87	1195749	204	0	0	229122	5	186435	9	110292	15
ISLHD_2019_02	4942839	329	15023.83	213835	201	0	0	62660	22	43511	41	22762	73
ISLHD_2019_03	4650493	51	91186.14	396299	217	0	0	294517	7	147786	12	88017	20
ISLHD_2019_04	4689521	72	65132.24	924062	200	0	0	216751	6	173222	11	76021	18
ISLHD_2019_05	4640987	54	85944.20	1195785	204	0	0	229122	5	193335	9	89968	15
ISLHD_2019_06	4881641	72	67800.57	600337	201	0	0	293660	6	152970	11	74088	20
ISLHD_2019_07	4660589	49	95114.06	800350	205	0	0	489171	4	422626	6	227215	9
ISLHD_2019_08	4745572	46	103164.61	772369	201	0	0	531376	4	393128	6	134550	10
ISLHD_2019_09	4861158	58	83813.07	867362	205	0	0	308930	5	219788	9	87490	17
ISLHD_2019_10	4593670	43	106829.53	777216	210	0	0	462229	4	241855	7	89385	14
ISLHD_2019_11	4663712	89	52401.26	304443	211	0	0	191792	10	130197	16	65987	26
ISLHD_2019_12	4942403	74	66789.23	867000	202	0	0	245317	6	161402	10	60631	19
ISLHD_2019_13	4941319	68	72666.46	637968	201	0	0	229476	7	186741	11	92637	19
ISLHD_2019_14	4971756	81	61379.70	600337	201	0	0	243553	7	152969	11	81512	21
ISLHD_2019_15	4914792	78	63010.15	600337	201	0	0	243741	7	149684	12	61848	22
ISLHD_2019_16	4803246	101	47556.89	415499	200	0	0	201297	9	127528	15	57077	25
ISLHD_2019_17	4886104	69	70813.10	876644	205	0	0	234358	6	187073	10	79458	18
ISLHD_2019_18	4758251	49	97107.16	430316	218	0	0	270933	8	166076	12	89808	19
ISLHD_2019_19	4538947	47	96573.34	759260	201	0	0	495779	4	387083	6	90797	10
ISLHD_2019_20	4770653	57	83695.67	486646	223	0	0	230912	7	145867	12	69246	21
ISLHD_2019_21	4856353	80	60704.41	370579	202	0	0	191654	10	149773	16	63092	26
ISLHD_2019_22	4660766	37	125966.65	758414	208	0	0	531430	4	392647	6	140451	10
ISLHD_2019_23	4736355	62	76392.82	530222	201	0	0	294515	7	136750	11	57145	21
ISLHD_2019_24	4907701	69	71126.10	886194	201	0	0	518117	4	314942	7	95294	12
ISLHD_2019_25	4908263	77	63743.68	1470484	201	0	0	430821	3	314944	6	91368	12
ISLHD_2019_26	4941042	1584	3119.34	61788	200	0	0	13451	105	8431	197	2846	384
ISLHD_2019_27	4669570	44	106126.59	810642	211	0	0	386870	4	310410	7	198753	11
ISLHD_2019_28	5029671	87	57812.31	715117	205	0	0	251117	7	149847	12	65050	23
ISLHD_2019_29	4703972	43	109394.70	740967	204	0	0	308000	5	226343	8	122269	13
ISLHD_2019_30	4706740	46	102320.43	996789	214	0	0	392268	4	231805	7	116388	13
MD_6_A10	4514343	46	98137.89	675889	205	0	0	386933	5	227024	8	92496	14
MD_6_A11	4888789	82	59619.38	600594	201	0	0	243239	7	149684	12	74088	23
MD_6_A12	4841961	58	83482.09	718476	211	0	0	322770	5	173125	9	93823	15
MD_6_A8	4889022	81	60358.30	538458	201	0	0	243791	7	149684	12	61893	23
MD_6_A9	4891423	81	60387.94	538807	201	0	0	254534	7	149684	12	74088	23
MD_6_B10	4936144	79	62482.84	538898	201	0	0	225780	8	149839	13	74088	23
MD_6_B11	4890663	74	66090.04	600245	201	0	0	254534	7	152968	12	81512	21
MD_6_B12	5053960	89	56786.07	600420	201	0	0	243567	7	149684	12	59066	24
MD_6_B8	4926940	78	63165.90	538898	201	0	0	243601	7	149839	12	74088	22
MD_6_B9	4985509	86	57971.03	538807	201	0	0	271358	7	149687	12	74088	23
MD_6_C10	4921625	76	64758.22	600511	201	0	0	225780	8	149839	12	81512	22
MD_6_C11	4918402	86	57190.72	661130	223	0	0	325055	5	152982	10	74326	19
MD_6_C12	4929621	78	63200.27	538898	201	0	0	225780	8	149684	13	74088	23
MD_6_C8	4696691	55	85394.38	707172	201	0	0	393161	5	250667	8	130131	13
MD_6_C9	4587966	42	109237.29	757805	208	0	0	531437	4	392603	6	140687	10
MD_6_D10	4919879	66	74543.62	600336	201	0	0	248678	7	176894	11	81512	20
MD_6_D11	4887296	73	66949.26	600420	201	0	0	293681	6	176891	10	81512	19
MD_6_D12	4932015	64	77062.73	771627	209	0	0	355390	5	207626	9	105948	15
MD_6_D8	4926017	74	66567.80	600685	201	0	0	248678	7	176894	11	74193	21
MD_6_D9	4626460	44	105146.82	757805	208	0	0	500651	4	392772	6	104250	11
MD_6_E10	4652082	60	77534.70	550113	205	0	0	273404	6	205799	10	120254	16
MD_6_E11	4921553	74	66507.47	600336	201	0	0	225780	8	149839	12	81512	22
MD_6_E12	4699813	50	93996.26	644417	207	0	0	386971	5	310410	8	100376	13
MD_6_E8	4744952	61	77786.10	707327	201	0	0	283119	5	223168	9	106531	15
MD_6_E9	4844175	56	86503.12	718775	211	0	0	497177	4	333493	7	93826	12
MD_6_F10	4921145	71	69311.90	600685	201	0	0	248678	7	153146	12	81512	22
MD_6_F11	4735743	133	35607.09	645079	213	0	0	172491	9	111736	15	47398	28
MD_6_F12	4657404	45	103497.87	698709	211	0	0	386971	5	310410	8	198753	11
MD_6_F8	5477768	130	42136.68	1322976	207	0	0	440074	4	291340	7	74803	15
MD_6_F9	4663385	85	54863.35	415592	225	0	0	214446	8	175715	13	77251	21
MD_6_G10	4888071	76	64316.72	538458	201	0	0	270783	7	152962	12	81512	20
MD_6_G11	4822933	51	94567.31	563710	200	0	0	439464	5	265540	8	93902	15
MD_6_G8	4888656	80	61108.20	600769	201	0	0	243677	7	149839	12	81512	22
MD_6_G9	4888088	76	64316.95	600245	201	0	0	243594	7	149684	12	74088	22
MD_6_H10	5062429	123	41157.96	388277	202	0	0	118411	12	82420	22	38438	38
MD_6_H11	4888676	77	63489.30	538807	201	0	0	243748	7	149839	12	74088	22
MD_6_H7	4696192	50	93923.84	707172	201	0	0	393161	5	250667	8	130131	13
MD_6_H8	4644862	56	82943.96	539458	213	0	0	330416	6	206131	10	114139	16
MD_6_H9	4743997	67	70805.93	486491	200	0	0	317738	7	205304	10	81957	18
MD_7_A1	4888434	76	64321.50	538458	201	0	0	271358	6	149684	11	62077	22
MD_7_A2	4888602	80	61107.53	538807	201	0	0	254534	7	149687	12	74088	23
MD_7_A3	4932979	78	63243.32	605901	209	0	0	309392	6	232061	9	89438	16
MD_7_B1	4706130	73	64467.53	869531	202	0	0	235349	5	167575	9	109720	16
MD_7_B2	4927217	76	64831.80	600336	201	0	0	225780	8	149684	13	74088	23
MD_7_C1	4921479	78	63095.88	600336	201	0	0	225780	8	152957	12	81512	22
MD_7_C2	4986337	94	53046.14	600245	201	0	0	270783	6	149839	11	81512	21
MD_7_D1	4686964	67	69954.69	698709	211	0	0	357392	5	271824	8	100378	13
MD_7_D2	4921422	74	66505.70	538898	201	0	0	248177	7	149684	12	74088	22
MD_7_E1	5245381	185	28353.41	600245	201	0	0	154171	10	110731	17	22719	35
MD_7_E2	4651351	54	86136.13	644667	213	0	0	312784	6	253443	9	129237	14
MD_7_F1	4890687	84	58222.46	538458	201	0	0	254537	7	149684	12	74088	23
MD_7_F2	4928741	73	67517.00	605901	209	0	0	292488	6	199931	10	102904	16
MD_7_G1	4932994	75	65773.25	569029	209	0	0	276811	7	199931	11	92723	18
MD_7_G2	4608055	47	98043.72	1195280	205	0	0	229122	5	193185	9	110301	15
MD_7_H1	5133662	91	56413.87	707327	201	0	0	413017	5	250667	8	77087	15
MD_7_H2	4665882	48	97205.88	1196231	211	0	0	387147	4	314669	6	100520	11
Seagull_18_100_1_S16	5064913	115	44042.72	628893	200	0	0	239165	7	106033	14	54023	27
Seagull_18_100_2_S17	5064715	112	45220.67	628893	200	0	0	239165	7	106057	14	54023	27
Seagull_18_100_2_S18	4918656	35	140533.03	1221278	217	0	0	452777	4	385649	6	119157	11
Seagull_18_109_2_S19	4919078	38	129449.42	1221278	204	0	0	452777	4	234381	7	119157	12
Seagull_18_116_S20	9551057	557	17147.32	1320365	210	0	0	60969	16	19935	79	7090	247
Seagull_18_117_1_S21	4920416	75	65605.55	538679	210	0	0	222821	7	149299	13	58099	25
Seagull_18_117_2_S22	4920370	74	66491.49	538679	210	0	0	225627	7	113614	13	61717	25
Seagull_18_117_3_S23	4920739	77	63905.70	538679	204	0	0	222821	7	91759	14	54702	27
Seagull_18_118_S24	3904840	106	36838.11	440554	201	0	0	234526	6	116874	11	47015	21
Seagull_18_119_S25	4853876	52	93343.77	1201742	229	0	0	365596	4	196907	7	92329	14
Seagull_18_124_1_S26	4510223	34	132653.62	1108576	221	0	0	651917	3	318962	5	182632	9
Seagull_18_124_2_S27	9415869	464	20292.82	336692	201	0	0	69192	36	40227	72	12521	153
Seagull_18_127_S28	9563440	436	21934.50	688888	202	0	0	64015	23	22753	80	9671	206
Seagull_18_132_1_S29	4649038	51	91157.61	520259	205	0	0	430804	5	274440	8	93502	13
Seagull_18_132_2_S30	4645957	41	113316.02	865067	213	0	0	434844	4	309065	7	86482	12
Seagull_18_136_S31	4806099	66	72819.68	392369	217	0	0	181170	10	121185	16	64544	26
Seagull_18_138_1_S32	4631244	30	154374.80	1203655	218	0	0	506648	3	440549	5	155463	9
Seagull_18_138_2_S33	4633018	29	159759.24	1203811	201	0	0	626308	3	452868	5	303534	7
Seagull_18_154_S34	4995684	90	55507.60	624969	202	0	0	405070	5	294247	8	81652	14
Seagull_18_156_S35	4691805	47	99825.64	756808	221	0	0	518762	4	215157	6	109453	13
Seagull_18_160_S36	3929336	61	64415.34	638356	201	0	0	237389	5	190792	8	92380	15
Seagull_18_163_1_S37	4920720	75	65609.60	538679	204	0	0	222823	7	113614	13	58099	26
Seagull_18_163_2_S38	4924025	76	64789.80	600331	207	0	0	267566	6	157397	10	54726	22
Seagull_18_165_S107	4925412	66	74627.45	656379	201	0	0	376691	5	157413	10	67134	19
Seagull_18_166_S39	4072431	88	46277.62	269391	202	0	0	165559	10	96067	16	43064	28
Seagull_18_172_S40	4920895	81	60751.79	538679	204	0	0	222821	7	101771	13	54702	26
Seagull_18_183_S41	4105504	47	87351.15	753551	210	0	0	270416	5	175566	9	91635	15
Seagull_18_190_1_S42	4923551	70	70336.44	600331	213	0	0	270768	6	149323	11	54726	22
Seagull_18_190_2_S43	4924607	79	62336.80	605867	213	0	0	267566	6	157397	11	51006	22
Seagull_18_196_S44	7681581	1167	6582.33	619529	207	0	0	255544	9	6107	109	2227	535
Seagull_18_202_1_S45	4633481	45	102966.24	662012	231	0	0	461408	5	208509	8	108015	14
Seagull_18_202_2_S46	4633009	47	98574.66	507695	218	0	0	345615	6	255515	9	140727	14
Seagull_18_205_S108	3902388	63	61942.67	712152	201	0	0	218031	6	196263	10	118790	15
Seagull_18_206_S47	4920294	77	63899.92	538679	204	0	0	222821	7	149299	13	58099	25
Seagull_18_208_S48	4659332	23	202579.65	1274150	204	0	0	674151	3	636356	4	202478	7
Seagull_18_210_S49	3914831	96	40779.49	473097	203	0	0	212835	7	137885	12	49992	21
Seagull_18_213_S50	3990083	97	41134.88	338040	207	0	0	132704	10	96147	17	40644	30
Seagull_18_216_S51	3962131	80	49526.64	486254	201	0	0	219673	7	200301	10	50264	19
Seagull_18_217_S52	3807204	59	64528.88	482560	201	0	0	235061	7	152629	11	85167	17
Seagull_18_220_S109	4925326	69	71381.54	605999	201	0	0	271359	6	152625	11	61858	21
Seagull_18_223_S110	4781018	31	154226.39	776342	209	0	0	522941	4	348897	6	148302	10
Seagull_18_227_S53	4661366	37	125982.86	689210	218	0	0	360578	5	308308	8	155617	12
Seagull_18_229_S54	4931244	61	80840.07	1084829	205	0	0	362400	5	261874	8	105920	15
Seagull_18_234_S55	4091051	96	42615.11	377700	208	0	0	163404	10	98546	16	47607	28
Seagull_18_235_S56	3817305	67	56974.70	827575	202	0	0	258017	5	210429	8	94951	14
Seagull_18_238_S57	3800444	68	55888.88	454532	202	0	0	217095	7	169088	11	59930	19
Seagull_18_240_1_S58	4920675	90	54674.17	600121	207	0	0	222593	7	101753	13	50445	27
Seagull_18_240_2_S59	4918719	96	51236.66	538313	204	0	0	193640	8	87255	15	44708	30
Seagull_18_241_S111	4005524	71	56415.83	671182	200	0	0	232488	6	197739	10	93010	16
Seagull_18_242_S60	4715999	44	107181.80	708980	207	0	0	376838	5	211521	9	104958	15
Seagull_18_244_S61	4090993	83	49289.07	486693	204	0	0	193033	8	150543	12	49844	22
Seagull_18_245_S62	3983917	88	45271.78	279454	202	0	0	123063	11	90080	18	36986	31
Seagull_18_246_S63	3951600	90	43906.67	430813	205	0	0	213848	8	118161	12	46938	21
Seagull_18_248_S64	4049217	86	47083.92	440529	202	0	0	230874	7	175152	11	50236	20
Seagull_18_249_S65	4059183	93	43647.13	671933	208	0	0	163313	8	123205	14	47607	24
Seagull_18_251_S66	4488988	176	25505.61	282670	201	0	0	75515	19	50848	34	15463	66
Seagull_18_252_S67	4739315	71	66750.92	588659	218	0	0	195873	8	125770	14	57476	25
Seagull_18_254_S112	4815736	31	155346.32	1290148	201	0	0	437792	4	289760	6	138499	11
Seagull_18_255_S68	4922647	94	52368.59	724444	203	0	0	218869	7	90921	14	47118	29
Seagull_18_256_S69	3974517	84	47315.68	740403	202	0	0	191477	7	114481	12	48413	23
Seagull_18_258_S70	4758788	45	105750.84	484787	217	0	0	282879	7	179109	12	120761	18
Seagull_18_259_S71	4813590	184	26160.82	270517	200	0	0	89104	18	54019	31	17646	62
Seagull_18_260_S72	4013653	94	42698.44	744034	200	0	0	259973	4	135815	8	64711	17
Seagull_18_261_S73	4008561	85	47159.54	478146	210	0	0	225690	6	123896	10	67510	19
Seagull_18_262_S113	4731418	40	118285.45	698431	207	0	0	344535	5	257625	8	117387	14
Seagull_18_263_S114	3867633	69	56052.65	751990	200	0	0	320294	4	193574	7	48056	13
Seagull_18_265_S115	4817622	56	86028.96	620033	202	0	0	373350	5	221284	9	82849	17
Seagull_18_266_S74	4058573	69	58819.90	486638	210	0	0	236821	7	130899	12	52035	22
Seagull_18_267_S75	4033603	125	32268.82	281629	203	0	0	162877	10	100441	16	45770	28
Seagull_18_34_S2	3957640	77	51397.92	463845	203	0	0	217027	8	158411	12	51286	20
Seagull_18_40_S3	5790994	76	76197.29	733787	222	0	0	304690	7	263439	11	60743	20
Seagull_18_42_S4	4900243	38	128953.76	1111474	202	0	0	518379	4	348750	6	118924	10
Seagull_18_49_S5	4779571	54	88510.57	889305	206	0	0	418361	4	351712	6	124741	10
Seagull_18_70_S6	3947899	77	51271.42	508139	211	0	0	220226	6	106235	12	73304	21
Seagull_18_87_S7	3729671	44	84765.25	434921	206	0	0	285731	6	196504	10	112864	14
Seagull_18_89_S8	4981515	90	55350.17	624969	202	0	0	405070	5	277398	8	81652	15
Seagull_18_8_S1	4801516	38	126355.68	640967	207	0	0	454833	5	212097	9	91559	15
Seagull_18_90_1_S9	4920537	74	66493.74	538679	204	0	0	222821	7	149299	13	58099	25
Seagull_18_90_2_S10	4920342	73	67401.95	538679	204	0	0	222821	7	149299	13	61717	24
Seagull_18_92_S11	4608008	166	27759.08	206963	205	0	0	64438	21	42153	39	18480	71
Seagull_18_93_S12	9012114	1249	7215.46	538679	204	0	0	50457	28	6845	179	2624	615
Seagull_18_94_S13	5088955	48	106019.90	928349	203	0	0	259198	6	173580	11	102690	18
Seagull_18_96_1_S14	4590876	47	97678.21	1091482	202	0	0	441290	3	277372	6	109157	11
Seagull_18_96_2_S15	4591274	51	90024.98	898699	202	0	0	440883	4	277372	7	109157	12
SG19_084_Sal	4692805	57	82329.91	673970	208	0	0	357392	5	310410	8	89929	14
SG19_116_05_E_coli	4740819	67	70758.49	697633	208	0	0	260003	5	158352	10	111205	17
SG19_116_Sal	4740841	60	79014.02	749577	208	0	0	389048	5	182429	8	111039	14
SG19_171_Sal	4887144	67	72942.45	538552	201	0	0	271359	6	149844	11	81512	20
SG19_182_Sal	4613221	56	82378.95	582425	221	0	0	219537	6	167999	11	96910	18
SG19_233_Sal	4740825	66	71830.68	623754	208	0	0	285408	6	181108	10	85961	18
SG19_238_Sal	4884091	161	30335.97	253104	200	0	0	69437	24	47040	40	23329	69
SG19_269_Sal	4729748	46	102820.61	1067924	200	0	0	598137	3	214152	7	104288	13
SG19_284_Sal	4746571	69	68790.88	1272988	200	0	0	225872	5	192748	9	82515	16
SG19_288_Sal	4660114	44	105911.68	487284	213	0	0	386751	6	231826	9	108396	14
SG19_292_Sal	4771790	51	93564.51	883990	210	0	0	519282	4	408147	6	182229	9
SG19_298_Sal	4845459	64	75710.30	637971	207	0	0	271429	6	229476	11	86788	18
SG19_327_Sal	4820623	70	68866.04	868931	202	0	0	322273	5	184520	9	98220	15
SG19_334_Sal	4740678	58	81735.83	749577	208	0	0	383081	5	164869	10	89805	17
SG19_380_Sal	4851916	76	63841.00	453342	223	0	0	209521	9	149714	15	61513	26
SG19_397_Sal	4772348	53	90044.30	643353	210	0	0	501602	5	323728	7	105839	11
SG19_400_Sal	4851851	75	64691.35	370753	202	0	0	191655	10	149714	15	61513	27
SIML_2017_01	4843851	989	4897.73	94382	200	0	0	22098	63	14763	118	5464	225
SIML_2017_02	4608158	49	94044.04	1195759	205	0	0	229122	5	193335	9	110301	15
SIML_2017_03	4904718	82	59813.63	600271	223	0	0	231348	7	168864	12	50147	22
SIML_2017_04	4699015	47	99979.04	1238106	201	0	0	547015	3	393066	5	134549	9
SIML_2017_05	5157955	98	52632.19	824888	210	0	0	278341	6	149847	11	69153	22
SIML_2017_06	4912117	65	75571.03	600336	201	0	0	293660	6	176894	11	74088	19
SIML_2017_07	4701622	34	138283.00	1541322	204	0	0	479606	3	297412	5	153161	9
SIML_2017_08	4660276	49	95107.67	573118	205	0	0	422626	5	227277	8	140466	13
SIML_2017_09	4771137	48	99398.69	550703	222	0	0	361519	5	226340	9	96774	15
SIML_2017_10	4906031	53	92566.62	665009	202	0	0	385278	5	210602	9	77222	17
SIML_2017_11	4855965	68	71411.25	530380	203	0	0	280279	7	207554	10	106186	17
SIML_2017_12	7461009	14532	513.42	8693	200	0	0	944	2084	324	4446	215	10933
SIML_2017_13	4868986	63	77285.49	867359	202	0	0	308938	5	229944	9	92898	16
SIML_2017_14	4890462	62	78878.42	1463849	201	0	0	613185	3	340583	5	105094	10
SIML_2017_15	4707155	38	123872.50	1544836	205	0	0	491259	3	227799	6	116821	12
SIML_2017_16	4700065	38	123685.92	1509285	204	0	0	494275	3	227951	6	124293	11
SIML_2017_17	5246437	1765	2972.49	82690	200	0	0	16398	94	9328	180	2838	370
SIML_2017_18	4886837	77	63465.42	600245	201	0	0	243791	7	176891	11	74088	20
SIML_2017_19	4918447	71	69273.90	600224	202	0	0	243534	6	152969	11	74088	20
SIML_2017_20	6104587	3468	1760.26	91771	202	0	0	4407	340	1745	781	560	2186
SIML_2017_21	4656809	66	70557.71	615550	208	0	0	388948	5	149435	9	90487	16
SIML_2017_22	4907995	82	59853.60	600445	208	0	0	264991	6	169189	11	50370	22
SIML_2017_23	4866106	78	62385.97	824874	217	0	0	324588	5	219669	9	74805	18
SIML_2017_24	4952927	79	62695.28	738379	205	0	0	279908	7	131634	13	77251	22
SIML_2019_02	4695901	59	79591.54	440812	202	0	0	273981	7	150342	11	59216	21
SIML_2019_03	4728025	78	60615.71	651825	208	0	0	347557	6	164550	10	87142	18
SIML_2019_04	4847720	36	134658.89	1549453	205	0	0	490262	3	227799	6	122878	12
SIML_2019_05	4851686	81	59897.36	300439	202	0	0	191651	10	113070	17	61513	28
SIML_2019_06	4658447	38	122590.71	864192	202	0	0	612325	4	232915	6	130308	11
SIML_2019_07	4638723	39	118941.62	1923838	208	0	0	539179	2	426271	4	119817	8
SIML_2019_08	5075034	117	43376.36	825061	205	0	0	232577	7	135196	12	45801	26
SIML_2019_09	4755407	38	125142.29	1326066	204	0	0	490048	3	223629	7	122878	12
SIML_2019_10	4755213	40	118880.32	1319268	204	0	0	490048	3	223629	7	123297	12
SIML_2019_11	4742012	59	80373.08	595832	213	0	0	351600	6	149821	10	63004	18
SIML_2019_12	4733507	42	112702.55	1498215	204	0	0	421903	3	283514	6	89223	12
SIML_2019_13	5029699	95	52944.20	824888	200	0	0	239613	7	149847	11	57742	23
SIML_2019_14	4670286	51	91574.24	563921	211	0	0	392270	5	271824	8	90060	14
SIML_2019_15	4758323	50	95166.46	383579	217	0	0	257152	8	165697	13	89808	20
W_1_B11	5650919	135	41858.66	619432	204	0	0	221106	8	113063	15	43499	30
W_1_C11	4850525	58	83629.74	568758	208	0	0	288988	6	181531	10	80846	17
W_1_D11	4861862	64	75966.59	637968	205	0	0	309012	6	219872	10	79458	18
W_1_E11	4849518	57	85079.26	759569	203	0	0	268092	6	167746	10	89695	18
W_1_F11	5088253	114	44633.80	637972	205	0	0	212795	8	143822	14	74860	24
W_1_G11	4684137	36	130114.92	967420	234	0	0	526284	4	407916	6	137806	10
W_1_H11	4702681	98	47986.54	519383	200	0	0	187227	9	127528	15	57077	25
