name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7
SRR3476842	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_7_B2	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR15096274	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144451	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476789	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR1645498	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3185118	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144469	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_15	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
ERR2992747	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14145234	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_06	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_F10	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_14	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
ISLHD_2019_11	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR1202986	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2023110	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_12	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
SRR14144158	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
ISLHD_2019_18	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
SRR6330606	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
Seagull_18_124_1_S26	senterica	93	aroC(50)	dnaN(10)	hemD(25)	hisD(13)	purE(10)	sucA(13)	thrA(4)
SRR14144663	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476790	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7475467	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
W_1_B11	senterica	1370	aroC(397)	dnaN(380)	hemD(121)	hisD(99)	purE(411)	sucA(9)	thrA(406)
SRR14897813	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ISLHD_2019_16	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR4419665	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_380_Sal	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_11	senterica	5060	aroC(845)	dnaN(14)	hemD(12)	hisD(9)	purE(5)	sucA(18)	thrA(21)
SRR14143097	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_A10	senterica	864	aroC(301)	dnaN(272)	hemD(48)	hisD(16)	purE(40)	sucA(13)	thrA(3)
SRR14143210	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR14143099	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_10	senterica	11	aroC(5)	dnaN(2)	hemD(3)	hisD(7)	purE(6)	sucA(6)	thrA(11)
ISLHD_2017_12_S83	senterica	424	aroC(143)	dnaN(31)	hemD(18)	hisD(143)	purE(5)	sucA(142)	thrA(22)
ERR2992821	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
ISLHD_2019_30	senterica	16	aroC(6)	dnaN(7)	hemD(10)	hisD(10)	purE(8)	sucA(10)	thrA(14)
SRR3476797	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7349169	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
SRR14144467	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
MD_6_H11	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144381	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR7278076	senterica	13	aroC(3)	dnaN(3)	hemD(7)	hisD(4)	purE(3)	sucA(3)	thrA(7)
ERR2992829	senterica	523	aroC(101)	dnaN(64)	hemD(25)	hisD(163)	purE(84)	sucA(6)	thrA(101)
SRR14144433	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SIML_2019_07	senterica	24	aroC(13)	dnaN(12)	hemD(17)	hisD(16)	purE(13)	sucA(16)	thrA(4)
SRR14144387	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419664	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR14144282	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR3476831	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_190_1_S42	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SG19_171_Sal	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
Seagull_18_96_2_S15	senterica	64	aroC(10)	dnaN(14)	hemD(15)	hisD(31)	purE(25)	sucA(20)	thrA(33)
ISLHD_2019_24	senterica	203	aroC(81)	dnaN(69)	hemD(36)	hisD(12)	purE(68)	sucA(12)	thrA(17)
Seagull_18_190_2_S43	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR8636201	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR4419668	senterica	19	aroC(10)	dnaN(7)	hemD(12)	hisD(9)	purE(5)	sucA(9)	thrA(2)
SRR13234130	senterica	292	aroC(104)	dnaN(100)	hemD(54)	hisD(78)	purE(104)	sucA(9)	thrA(48)
