name	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
ERR2992775	4698337	82	57296.79	495719	210	0	0	243028	8	151764	12	71740	21
ERR2992776	4655513	79	58930.54	495953	210	0	0	214442	8	140153	13	65947	22
ERR2992777	4658029	79	58962.39	415552	210	0	0	214442	8	130157	14	57037	24
ERR2992778	4659148	86	54176.14	415552	210	0	0	214442	8	143425	13	57037	23
ERR2992779	4660371	75	62138.28	415552	210	0	0	214406	9	143425	14	76483	23
ERR2992780	4667299	87	53647.11	495993	211	0	0	214446	8	143416	13	65987	22
ERR2992781	4661068	86	54198.47	495993	204	0	0	201283	9	140193	14	65987	23
ERR2992782	4696688	75	62622.51	415459	210	0	0	219145	8	143425	13	77211	22
ERR2992783	4698209	80	58727.61	710931	211	0	0	243068	7	143416	12	77199	21
ERR2992786	4850170	85	57060.82	443723	210	0	0	243028	9	143434	14	65947	23
ERR2992789	4662018	102	45706.06	496012	204	0	0	200965	9	138171	14	46231	25
ERR2992790	4697256	90	52191.73	408944	210	0	0	214442	9	138131	14	56300	25
ERR2992791	4659569	87	53558.26	408710	210	0	0	214442	8	138131	14	65947	23
ERR2992792	4658470	86	54168.26	408944	210	0	0	214407	9	138131	14	57037	24
ERR2992793	4658908	92	50640.30	408944	210	0	0	201243	9	138130	14	57037	24
ERR2992794	4658997	82	56817.04	408710	210	0	0	201144	9	140153	14	57037	24
ERR2992795	4858194	82	59246.27	347005	210	0	0	200971	10	143425	15	65947	24
ERR2992796	4655615	92	50604.51	408712	202	0	0	201243	9	137858	14	57037	23
ERR2992797	4662469	92	50679.01	408942	210	0	0	201243	9	137858	14	65947	23
ERR2992798	4696608	98	47924.57	408944	210	0	0	187035	10	128816	16	46191	27
ERR2992799	4862278	97	50126.58	408944	210	0	0	201210	10	130157	16	46191	27
ERR2992800	4879810	82	59509.88	481343	210	0	0	201243	9	138131	15	46340	26
ERR2992801	4700501	89	52814.62	408944	210	0	0	214442	9	137858	14	57037	24
ERR2992803	4701272	77	61055.48	408942	210	0	0	214442	9	138130	15	76483	25
ERR2992804	4658754	88	52940.39	408942	210	0	0	200573	9	138130	15	46191	27
ERR2992805	4659178	87	53553.77	408942	210	0	0	200689	9	125068	16	51570	27
ERR2992806	4700428	90	52226.98	503284	210	0	0	214442	9	140153	14	57173	24
ERR2992807	4690573	86	54541.55	408950	210	0	0	214442	9	138125	15	46191	26
ERR2992808	4698996	85	55282.31	408944	210	0	0	214442	9	138130	14	57037	24
ERR2992809	4658057	91	51187.44	408944	210	0	0	200963	9	126806	15	46191	26
ERR2992810	4658832	77	60504.31	503516	210	0	0	243028	8	143425	13	76482	22
ERR2992811	4659695	79	58983.48	408944	210	0	0	201090	9	140153	14	57037	24
ERR2992814	4660550	90	51783.89	495761	211	0	0	201283	9	138304	14	65987	23
ERR2992815	4659304	87	53555.22	408944	209	0	0	201243	9	137858	14	65948	24
ERR2992816	4700136	94	50001.45	408712	204	0	0	214442	9	138130	14	57037	24
ERR2992818	4661828	85	54845.04	590565	211	0	0	214447	8	138304	14	46231	23
ERR2992819	4664571	94	49623.10	408944	201	0	0	190175	9	134132	15	54808	26
ERR2992821	4697317	84	55920.44	408944	209	0	0	187034	9	134132	15	65947	25
ERR2992822	4659098	84	55465.45	415459	210	0	0	214442	8	143425	13	65947	23
ERR2992823	4687678	80	58595.97	495953	213	0	0	231773	8	138131	14	57037	23
ERR2992824	4658998	85	54811.74	342243	210	0	0	200847	10	134131	16	57022	26
ERR2992825	4658588	85	54806.92	408710	210	0	0	201243	9	137858	14	65947	23
ERR2992826	4746790	89	53334.72	408712	210	0	0	201243	9	134132	15	57037	25
ERR2992827	4701046	88	53420.98	503512	210	0	0	232047	8	138130	14	57037	23
ERR2992829	4846916	109	44467.12	408944	201	0	0	175745	10	122045	17	56964	28
ERR2992831	4657319	79	58953.41	415552	210	0	0	214406	8	143425	13	65947	23
ERR2992832	4659583	89	52354.87	408942	200	0	0	201243	9	143425	14	65983	23
ERR2992833	4659318	84	55468.07	415459	200	0	0	243030	8	143425	13	65983	22
ERR2992834	4659743	91	51205.97	408942	200	0	0	201243	9	138130	14	57037	24
ERR5639045	4852650	70	69323.57	903061	207	0	0	360347	5	234391	8	73807	16
ISLHD_2017_10_S81	4705441	63	74689.54	868915	207	0	0	322256	4	167186	9	109704	15
ISLHD_2017_11_S82	4845332	114	42502.91	370357	202	0	0	191603	9	116868	16	44727	30
ISLHD_2017_12_S83	4758414	48	99133.62	445041	201	0	0	296997	7	167832	10	88018	18
ISLHD_2017_13_S84	4758694	48	99139.46	431373	201	0	0	296942	7	230791	10	78266	18
ISLHD_2017_14_S85	4713977	61	77278.31	628234	203	0	0	230872	7	168708	11	62645	21
ISLHD_2017_15_S86	4714344	38	124061.68	1323691	204	0	0	489972	3	401051	5	171184	9
ISLHD_2017_16_S87	4850141	74	65542.45	370928	202	0	0	207675	9	149872	15	63472	24
ISLHD_2017_17_S88	4713695	49	96197.86	444679	202	0	0	294481	7	230967	10	87618	17
ISLHD_2017_18_S89	5096808	82	62156.20	825391	201	0	0	324380	6	222658	9	81522	18
ISLHD_2017_1_S76	4848998	53	91490.53	1199490	200	0	0	587435	3	226949	6	149880	11
ISLHD_2017_2_S116	4682732	47	99632.60	580280	223	0	0	363731	6	230176	9	81956	15
ISLHD_2017_3_S117	4952898	89	55650.54	703897	210	0	0	271734	6	149847	11	69153	21
ISLHD_2017_4_S118	4813701	83	57996.40	514500	205	0	0	263791	7	133648	12	61138	23
ISLHD_2017_5_S77	4916598	74	66440.51	403605	207	0	0	195755	9	135982	14	45261	27
ISLHD_2017_6_S119	4685635	52	90108.37	1195187	204	0	0	263385	4	193335	9	142280	14
ISLHD_2017_7_S78	4825710	56	86173.39	679072	200	0	0	402954	5	225532	9	85161	16
ISLHD_2017_8_S79	4696582	49	95848.61	561526	206	0	0	394558	5	205043	9	77976	15
ISLHD_2017_9_S80	4885321	77	63445.73	538577	210	0	0	270743	6	152922	11	74128	20
ISLHD_2018_10_S99	4847632	87	55719.91	361760	202	0	0	188004	10	149674	16	61473	27
ISLHD_2018_11_S100	4862612	89	54636.09	714850	200	0	0	301418	6	149831	11	81451	20
ISLHD_2018_12_S101	4833585	103	46928.01	590757	210	0	0	201540	8	138269	13	46191	23
ISLHD_2018_13_S102	4747328	52	91294.77	868891	203	0	0	445884	4	197224	8	147252	14
ISLHD_2018_14_S103	4730695	54	87605.46	526798	202	0	0	336624	6	167791	10	78228	18
ISLHD_2018_15_S104	4915920	56	87784.29	827271	202	0	0	298032	5	192170	9	81479	17
ISLHD_2018_16_S105	4909308	70	70132.97	538669	217	0	0	270743	6	152747	11	61808	21
ISLHD_2018_17_S106	4658296	82	56808.49	415552	210	0	0	234783	8	143376	13	65947	22
ISLHD_2018_1_S90	4934987	82	60182.77	538594	202	0	0	264477	7	177036	11	61808	21
ISLHD_2018_2_S91	4886857	46	106236.02	746187	213	0	0	396984	5	224492	8	174536	12
ISLHD_2018_3_S92	4873346	90	54148.29	359698	201	0	0	182112	11	128045	18	75818	27
ISLHD_2018_4_S93	4759927	37	128646.68	1544979	204	0	0	489972	3	401043	5	153161	9
ISLHD_2018_5_S94	4716730	47	100355.96	1053528	212	0	0	399821	4	231852	7	150111	12
ISLHD_2018_6_S95	4725407	74	63856.85	451090	202	0	0	211528	8	156899	14	64476	23
ISLHD_2018_7_S96	4870230	91	53519.01	576444	202	0	0	247402	7	143502	12	69386	23
ISLHD_2018_8_S97	4692997	45	104288.82	1018787	204	0	0	606535	3	412977	5	149605	8
ISLHD_2018_9_S98	5003649	73	68543.14	538670	210	0	0	257228	7	149799	12	74128	21
ISLHD_2019_01	4686219	51	91886.65	1195749	203	0	0	263385	4	186435	9	142280	14
ISLHD_2019_02	5014141	258	19434.66	331254	200	0	0	96525	14	62023	27	30394	49
ISLHD_2019_03	4650054	45	103334.53	431765	217	0	0	297004	7	167832	10	88017	18
ISLHD_2019_04	4689751	74	63375.01	924062	200	0	0	226943	6	173221	11	89770	17
ISLHD_2019_05	4641047	55	84382.67	1195785	203	0	0	229122	5	193335	9	89776	15
ISLHD_2019_06	4881514	70	69735.91	600337	201	0	0	293660	6	177104	10	73955	19
ISLHD_2019_07	4660177	46	101308.20	800350	207	0	0	489171	4	422626	6	227215	9
ISLHD_2019_08	4745541	44	107853.20	772369	201	0	0	531384	4	439631	6	222954	8
ISLHD_2019_09	4861155	60	81019.25	867362	205	0	0	366256	5	219788	9	92637	15
ISLHD_2019_10	4594056	43	106838.51	777216	240	0	0	462229	4	353751	6	145587	10
ISLHD_2019_11	4662999	85	54858.81	496223	211	0	0	201582	9	138309	14	65987	24
ISLHD_2019_12	4941845	67	73758.88	867000	202	0	0	366255	5	232043	9	62516	17
ISLHD_2019_13	4941334	67	73751.25	867362	201	0	0	365386	5	186741	10	92637	17
ISLHD_2019_14	4971811	80	62147.64	600337	201	0	0	271358	6	177104	10	74088	19
ISLHD_2019_15	4915012	81	60679.16	600337	201	0	0	293770	6	176710	10	74088	18
ISLHD_2019_16	4802473	95	50552.35	590797	200	0	0	214446	8	138309	13	76501	22
ISLHD_2019_17	4886244	69	70815.13	876777	205	0	0	366261	5	219789	9	74715	17
ISLHD_2019_18	4758966	52	91518.58	445104	213	0	0	296994	7	167832	10	88019	18
ISLHD_2019_19	4538620	40	113465.50	875029	201	0	0	708137	3	495779	5	90674	8
ISLHD_2019_20	4770482	56	85187.18	486530	223	0	0	291241	7	213199	10	77203	18
ISLHD_2019_21	4856382	80	60704.78	370579	202	0	0	191654	10	149869	15	63472	25
ISLHD_2019_22	4661029	40	116525.73	758119	216	0	0	528534	4	392647	6	104250	10
ISLHD_2019_23	4736490	61	77647.38	689097	201	0	0	337340	5	230793	9	47964	18
ISLHD_2019_24	4907787	74	66321.45	1470906	201	0	0	517950	3	314944	6	95294	11
ISLHD_2019_25	4908402	77	63745.48	1470484	201	0	0	518154	3	394944	5	95294	10
ISLHD_2019_26	4852640	793	6119.34	615618	200	0	0	130821	9	71865	18	23039	41
ISLHD_2019_27	4668827	38	122863.87	1042424	217	0	0	487342	4	357392	6	231735	9
ISLHD_2019_28	5029086	79	63659.32	715117	210	0	0	271125	6	149847	11	69153	21
ISLHD_2019_29	4703663	39	120606.74	741339	204	0	0	474066	5	393856	7	175389	10
ISLHD_2019_30	4706849	46	102322.80	996789	214	0	0	405928	4	357274	6	116388	11
MD_6_A10	4514718	48	94056.62	675889	205	0	0	386933	5	227024	8	92496	14
MD_6_A11	4888373	79	61878.14	600594	201	0	0	270783	6	177075	10	81512	19
MD_6_A12	4841711	54	89661.31	718774	211	0	0	383763	5	322918	7	93823	13
MD_6_A8	4889061	81	60358.78	538468	201	0	0	293674	6	177075	10	74088	19
MD_6_A9	4891183	78	62707.47	600594	201	0	0	271358	6	177075	10	81512	19
MD_6_B10	4935717	75	65809.56	600685	201	0	0	248678	7	177075	11	81512	20
MD_6_B11	4890560	72	67924.44	600245	201	0	0	271358	6	177075	10	81512	19
MD_6_B12	5053838	86	58765.56	600245	201	0	0	293681	6	149839	11	74088	21
MD_6_B8	4926811	77	63984.56	600685	201	0	0	248678	7	177075	11	81512	20
MD_6_B9	4985445	85	58652.29	600594	201	0	0	293674	6	177075	10	81512	19
MD_6_C10	4921170	73	67413.29	600336	201	0	0	248177	7	177078	11	81512	20
MD_6_C11	4918443	86	57191.20	661014	223	0	0	377304	5	177076	9	74326	17
MD_6_C12	4929284	70	70418.34	600685	201	0	0	248678	7	176891	11	81512	20
MD_6_C8	4696034	49	95837.43	806816	201	0	0	531618	4	413032	6	149645	9
MD_6_C9	4588020	42	109238.57	757805	208	0	0	531319	4	392603	6	140687	9
MD_6_D10	4919778	65	75688.89	600336	201	0	0	248678	7	176891	11	81512	20
MD_6_D11	4887276	73	66948.99	600420	201	0	0	293674	6	176894	10	75578	18
MD_6_D12	4932574	66	74735.97	771627	207	0	0	355390	5	207626	9	110002	14
MD_6_D8	4925371	72	68407.93	600685	201	0	0	248177	7	176894	11	74193	21
MD_6_D9	4626810	42	110162.14	1665020	208	0	0	725814	2	392772	4	104250	9
MD_6_E10	4651609	53	87766.21	882121	221	0	0	342229	5	265896	8	131727	12
MD_6_E11	4921284	73	67414.85	600336	201	0	0	248678	7	177075	11	81512	20
MD_6_E12	4699634	48	97909.04	644417	207	0	0	405570	5	314667	8	100376	12
MD_6_E8	4745187	59	80426.90	707882	201	0	0	440279	5	271192	8	106619	13
MD_6_E9	4843781	53	91392.09	718775	211	0	0	497177	4	333493	7	149994	11
MD_6_F10	4920794	69	71315.86	600685	201	0	0	248678	7	177075	11	81512	20
MD_6_F11	4732061	103	45942.34	881766	221	0	0	330277	5	265896	8	120254	14
MD_6_F12	4656993	43	108302.16	698709	217	0	0	405715	5	357392	7	231805	10
MD_6_F8	5477236	127	43127.84	1322976	200	0	0	439936	4	273907	7	74803	14
MD_6_F9	4662595	82	56860.91	590797	225	0	0	243174	7	175715	12	77251	20
MD_6_G10	4887942	76	64315.03	538468	201	0	0	293675	6	152962	11	81512	19
MD_6_G11	4824123	46	104872.24	563572	200	0	0	439464	5	348667	8	93902	14
MD_6_G8	4887683	73	66954.56	600594	201	0	0	271358	6	152962	11	81512	20
MD_6_G9	4888368	75	65178.24	600594	201	0	0	293560	6	177078	10	81512	19
MD_6_H10	5061770	116	43635.95	388277	202	0	0	162470	10	96493	18	38439	34
MD_6_H11	4888213	74	66056.93	600594	201	0	0	271358	6	177075	10	81512	18
MD_6_H7	4695392	44	106713.45	984450	201	0	0	682908	3	439619	5	222954	8
MD_6_H8	4644838	56	82943.54	529885	221	0	0	330416	6	253443	10	120254	15
MD_6_H9	4742868	61	77751.93	606272	202	0	0	363732	6	230176	9	81957	16
MD_7_A1	4888002	74	66054.08	600245	201	0	0	293681	6	177075	10	81512	18
MD_7_A2	4888018	74	66054.30	600594	201	0	0	271358	6	177075	10	81512	19
MD_7_A3	4932923	77	64063.94	605788	209	0	0	408542	5	232061	9	92831	15
MD_7_B1	4705765	66	71299.47	868931	202	0	0	336274	4	228101	8	139282	13
MD_7_B2	4926575	73	67487.33	600336	201	0	0	248678	7	177075	11	81512	20
MD_7_C1	4921201	76	64752.64	600336	201	0	0	248678	7	177075	11	81512	20
MD_7_C2	4986340	96	51941.04	600245	201	0	0	271358	6	152963	11	81097	21
MD_7_D1	4691355	75	62551.40	792757	214	0	0	405715	4	314667	7	100378	11
MD_7_D2	4921111	73	67412.48	600685	201	0	0	248177	7	177078	11	81512	20
MD_7_E2	4651241	53	87759.26	881942	213	0	0	330416	5	266730	8	129632	13
MD_7_F1	4890862	83	58926.05	538633	201	0	0	271358	6	149839	11	74088	21
MD_7_F2	4928627	73	67515.44	605901	203	0	0	292488	6	199931	10	103033	17
MD_7_G1	4933140	76	64909.74	569029	209	0	0	292496	6	199931	11	102697	17
MD_7_G2	4608189	47	98046.57	1195280	205	0	0	263330	4	201860	8	142576	14
MD_7_H1	5134180	82	62611.95	764701	201	0	0	531616	4	271192	7	77087	13
MD_7_H2	4666296	51	91496.00	713402	214	0	0	405716	5	357302	7	100520	13
Seagull_18_100_1_S16	5064556	105	48233.87	715532	219	0	0	275430	6	149807	11	62824	22
Seagull_18_100_2_S17	5065024	106	47783.25	715532	219	0	0	270512	7	109589	12	62824	24
Seagull_18_117_1_S21	4920368	68	72358.35	579875	210	0	0	270744	6	152774	11	61818	22
Seagull_18_117_2_S22	4920165	70	70288.07	579887	210	0	0	270744	6	152585	11	61818	22
Seagull_18_117_3_S23	4919859	69	71302.30	579759	204	0	0	270744	6	152585	11	61818	22
Seagull_18_124_1_S26	4509544	30	150318.13	1914978	235	0	0	651917	2	385751	4	187373	7
Seagull_18_132_1_S29	4649083	48	96855.90	1027887	205	0	0	460612	4	403697	6	141880	9
Seagull_18_132_2_S30	4645964	37	125566.59	1027847	201	0	0	697000	3	406095	5	142110	8
Seagull_18_154_S34	4995092	82	60915.76	1213842	202	0	0	501339	4	386949	6	91168	10
Seagull_18_163_1_S37	4920111	69	71305.96	579759	204	0	0	270744	6	152585	11	61818	22
Seagull_18_163_2_S38	4923289	72	68379.01	600331	207	0	0	270768	6	152609	11	67118	22
Seagull_18_165_S107	4925918	74	66566.46	605999	201	0	0	271359	6	157413	10	61897	20
Seagull_18_172_S40	4920740	76	64746.58	579875	204	0	0	270744	6	152774	11	61717	23
Seagull_18_190_1_S42	4923012	70	70328.74	656224	213	0	0	376675	5	157397	10	67118	19
Seagull_18_190_2_S43	4923366	71	69343.18	656363	213	0	0	376675	5	157397	10	67118	19
Seagull_18_206_S47	4920430	74	66492.30	579875	204	0	0	270744	6	152585	11	61818	22
Seagull_18_220_S109	4925107	67	73509.06	656263	201	0	0	376691	5	157413	10	67134	19
Seagull_18_240_1_S58	4919461	85	57876.01	600121	207	0	0	267530	6	129441	11	54417	24
Seagull_18_240_2_S59	4919138	99	49688.26	538313	204	0	0	222581	7	87255	15	48551	29
Seagull_18_255_S68	4921334	87	56567.06	600315	241	0	0	218869	7	91759	13	47119	27
Seagull_18_89_S8	4980910	83	60010.96	1214880	202	0	0	501339	4	386571	6	81652	11
Seagull_18_90_1_S9	4920184	68	72355.65	579875	204	0	0	270744	6	152585	11	61818	22
Seagull_18_90_2_S10	4919966	65	75691.78	579875	204	0	0	270744	6	152774	11	61818	22
Seagull_18_96_1_S14	4590685	43	106760.12	1990326	202	0	0	647773	2	405074	4	223214	6
Seagull_18_96_2_S15	4590686	43	106760.14	1990326	202	0	0	647774	2	405074	4	223214	6
SG19_084_Sal	4692364	53	88535.17	673970	208	0	0	392268	5	346970	7	89929	13
SG19_116_05_E_coli	4740728	66	71829.21	697634	208	0	0	317360	5	161988	9	111205	16
SG19_116_Sal	4740256	54	87782.52	749577	208	0	0	389048	5	317360	7	111039	12
SG19_171_Sal	4887361	69	70831.32	588222	201	0	0	376756	5	177079	9	81512	17
SG19_182_Sal	4613149	54	85428.69	582425	221	0	0	376520	5	171818	9	96910	15
SG19_233_Sal	4740730	65	72934.31	623754	208	0	0	308602	6	208374	10	85961	17
SG19_238_Sal	4883443	154	31710.67	253104	202	0	0	70829	23	52170	38	25243	65
SG19_269_Sal	4729926	46	102824.48	1171983	200	0	0	703045	3	390271	5	110967	10
SG19_284_Sal	4746703	72	65926.43	1272988	200	0	0	226943	5	192748	9	82515	16
SG19_288_Sal	4659789	41	113653.39	829155	213	0	0	482903	4	386751	6	231765	9
SG19_292_Sal	4771684	50	95433.68	883990	210	0	0	519282	4	408147	6	182229	9
SG19_298_Sal	4846039	69	70232.45	867365	209	0	0	308931	5	231810	9	80018	18
SG19_327_Sal	4820431	70	68863.30	869531	202	0	0	322272	5	184520	9	93361	16
SG19_334_Sal	4741244	61	77725.31	749494	208	0	0	396895	5	223332	8	89805	15
SG19_380_Sal	4851731	74	65563.93	453342	202	0	0	209521	9	159864	14	62992	23
SG19_397_Sal	4772229	51	93573.12	1075459	210	0	0	519282	4	509353	5	164080	9
SG19_400_Sal	4851934	75	64692.45	370753	202	0	0	209521	9	149872	15	61513	26
SIML_2017_01	4791239	503	9525.33	407970	200	0	0	131496	11	94170	19	32965	34
SIML_2017_02	4608031	48	96000.65	1195759	204	0	0	263673	4	201794	8	142280	14
SIML_2017_03	4905022	83	59096.65	600271	223	0	0	264991	6	168864	11	54909	20
SIML_2017_04	4698982	47	99978.34	1238661	201	0	0	681459	3	392877	5	206866	8
SIML_2017_05	5157921	98	52631.85	824888	210	0	0	278341	6	149847	11	69153	22
SIML_2017_06	4912328	66	74429.21	600336	201	0	0	293660	6	176894	10	82263	17
SIML_2017_07	4701761	34	138287.09	1541322	204	0	0	479315	3	406716	5	153161	8
SIML_2017_08	4660261	50	93205.22	684646	205	0	0	440980	5	343562	7	226809	10
SIML_2017_09	4770253	43	110936.12	665009	222	0	0	430239	5	237597	8	96774	13
SIML_2017_10	4905917	49	100120.76	665009	201	0	0	430239	5	295924	8	89107	13
SIML_2017_11	4855940	68	71410.88	577459	203	0	0	355393	5	207554	9	110002	15
SIML_2017_13	4874082	62	78614.23	867359	202	0	0	308938	5	229944	9	92637	16
SIML_2017_14	4893698	59	82944.03	1657303	202	0	0	717937	3	405749	4	119014	8
SIML_2017_15	4707302	35	134494.34	1549285	205	0	0	493413	3	305644	5	122878	10
SIML_2017_16	4699884	36	130552.33	1509285	204	0	0	424183	3	406341	5	153320	9
SIML_2017_17	5171150	1076	4805.90	335870	200	0	0	98421	14	58216	28	14706	57
SIML_2017_18	4886938	75	65159.17	1058377	201	0	0	271358	5	176891	9	74088	17
SIML_2017_19	4918197	69	71278.22	600224	202	0	0	293771	6	152780	10	81512	18
SIML_2017_20	6048271	2958	2044.72	91771	202	0	0	5378	289	2469	612	601	1725
SIML_2017_21	4656151	61	76330.34	1056700	212	0	0	389377	4	149435	8	90487	15
SIML_2017_22	4907795	82	59851.16	600445	203	0	0	377453	5	152810	10	51980	21
SIML_2017_23	4866162	77	63196.91	824874	203	0	0	361331	5	222786	9	82265	16
SIML_2017_24	4952856	79	62694.38	738379	205	0	0	279908	7	148197	12	77251	22
SIML_2019_02	4695482	56	83847.89	490180	202	0	0	377876	6	203757	9	77192	18
SIML_2019_03	4727495	70	67535.64	654394	208	0	0	347557	6	165437	10	87142	18
SIML_2019_04	4847589	34	142576.15	1549453	205	0	0	490262	3	401247	5	140762	10
SIML_2019_05	4851261	77	63003.39	300439	202	0	0	192698	10	159864	15	74805	24
SIML_2019_06	4658444	38	122590.63	864192	202	0	0	612325	4	276036	6	148965	10
SIML_2019_07	4638623	38	122069.03	1923838	208	0	0	593914	2	426271	4	119817	8
SIML_2019_08	5074056	108	46982.00	825061	205	0	0	271125	6	141494	12	45489	24
SIML_2019_09	4755581	37	128529.22	1409363	204	0	0	489757	3	284302	6	153094	10
SIML_2019_10	4755456	41	115986.73	1319268	204	0	0	490048	3	289717	6	153161	10
SIML_2019_11	4742253	60	79037.55	595832	208	0	0	300177	6	214471	10	63004	17
SIML_2019_12	4733248	42	112696.38	1498215	204	0	0	421903	3	289658	6	89223	11
SIML_2019_13	5029660	93	54082.37	824888	200	0	0	271125	7	149847	11	64867	22
SIML_2019_14	4670317	50	93406.34	1043224	214	0	0	405715	4	357392	6	90060	12
SIML_2019_15	4757920	47	101232.34	431897	217	0	0	294523	7	166076	11	88017	19
SRR10302551	4768078	68	70118.79	681532	205	0	0	234458	6	149106	12	73743	21
SRR10520184	4666761	47	99292.79	876741	217	0	0	351699	5	271826	8	100376	14
SRR10769917	4894242	77	63561.58	600626	233	0	0	282717	6	177107	10	74120	20
SRR10799805	4825295	65	74235.31	902967	210	0	0	234458	6	173453	11	74513	19
SRR10900174	4821148	66	73047.70	902966	227	0	0	234458	6	155032	11	74513	20
SRR10968170	4678919	64	73108.11	418790	217	0	0	218473	8	168952	13	69623	21
SRR1202986	4730542	62	76299.06	520167	207	0	0	368390	6	234390	9	92674	14
SRR12168713	4789345	66	72565.83	902955	205	0	0	230135	6	149106	11	74513	20
SRR12251280	4789146	66	72562.82	902963	203	0	0	214954	6	148806	11	67382	21
SRR12323756	4885223	79	61838.27	640799	210	0	0	229967	7	148798	12	60156	24
SRR12362761	4885024	74	66013.84	640501	204	0	0	327852	6	149107	11	71267	20
SRR12995211	4781696	65	73564.55	665692	204	0	0	262339	6	148798	11	67328	20
SRR13234130	4767032	43	110861.21	733008	201	0	0	509385	4	397720	6	151640	11
SRR13370988	4766239	61	78135.07	745419	218	0	0	366020	5	234578	8	92674	14
SRR13377290	4925815	62	79448.63	898917	207	0	0	366020	5	232075	8	92674	14
SRR13403796	4816532	67	71888.54	862879	209	0	0	365154	5	234569	8	79490	15
SRR13430547	4906167	69	71103.87	684662	207	0	0	366020	6	232076	9	92674	16
SRR14142982	4664784	48	97183.00	785697	213	0	0	387264	5	271709	8	100522	13
SRR14143035	4673679	55	84975.98	653365	213	0	0	386593	5	245497	8	90060	14
SRR14143051	4967494	91	54587.85	450249	202	0	0	149996	11	97785	19	48039	33
SRR14143088	4885097	102	47893.11	494515	201	0	0	149847	10	92701	19	30535	35
SRR14143097	4890027	64	76406.67	600626	233	0	0	333651	6	163810	10	81544	18
SRR14143099	4888474	107	45686.67	271602	201	0	0	170807	12	93836	20	30220	35
SRR14143105	4883822	129	37859.09	471339	201	0	0	88512	17	61139	29	22819	54
SRR14143111	4884431	81	60301.62	638205	201	0	0	377359	5	149691	10	48079	21
SRR14143148	4878564	85	57394.87	520301	200	0	0	192287	8	90757	16	48926	29
SRR14143152	4885363	105	46527.27	471587	201	0	0	134290	10	90723	19	33601	37
SRR14143177	4880245	81	60249.94	633934	201	0	0	377359	5	102465	11	56301	23
SRR14143183	4884117	94	51958.69	600039	201	0	0	149844	8	95157	16	32813	31
SRR14143194	4884457	83	58848.88	745944	201	0	0	225780	6	154651	11	45010	23
SRR14143200	4882882	96	50863.35	586793	201	0	0	130672	9	84120	19	40022	33
SRR14143210	4664544	55	84809.89	405411	213	0	0	271513	7	214172	11	69332	18
SRR14143235	4645206	60	77420.10	717511	213	0	0	357233	5	172440	9	67098	17
SRR14143685	4781330	59	81039.49	1042250	200	0	0	442016	4	356720	6	100378	10
SRR14143690	4836223	89	54339.58	860934	202	0	0	358216	5	173299	9	73787	19
SRR14143696	4885686	81	60317.11	599677	201	0	0	268156	6	152399	10	81512	20
SRR14143755	4890076	70	69858.23	867139	201	0	0	360205	5	231930	9	78718	16
SRR14144084	4888321	80	61104.01	599658	201	0	0	225780	6	149844	12	74679	21
